Country,Year,Disease_Name,Avg_Mortality,Mortality_Rank
South Africa,2003,Rabies,5.114696969696972,5
USA,2007,Cholera,5.5824489795918373,1
USA,2007,Asthma,5.5770967741935467,2
USA,2007,Leprosy,5.5225490196078422,3
USA,2007,COVID-19,5.4146728971962608,4
USA,2007,Hepatitis,5.2873333333333328,5
Brazil,2008,Cholera,5.4219801980198046,1
Brazil,2008,Leprosy,5.3038541666666665,2
Brazil,2008,Malaria,5.244285714285712,3
Brazil,2008,Zika,5.2176041666666668,4
Brazil,2008,Diabetes,5.1933898305084769,5
Turkey,2010,Cholera,5.5805555555555575,1
Turkey,2010,Malaria,5.3680000000000021,2
Turkey,2010,Leprosy,5.3092553191489378,3
Turkey,2010,Ebola,5.2792523364485993,4
Turkey,2010,Hepatitis,5.2378070175438571,5
USA,2011,Tuberculosis,5.5933673469387761,1
USA,2011,Leprosy,5.4555238095238083,2
USA,2011,Asthma,5.2814285714285694,3
USA,2011,Zika,5.252285714285712,4
USA,2011,Hepatitis,5.1727083333333344,5
France,2015,Leprosy,5.77340206185567,1
France,2015,Malaria,5.6713978494623651,2
France,2015,Parkinson's Disease,5.4470873786407754,3
France,2015,Hypertension,5.3712903225806441,4
France,2015,Zika,5.3635632183908051,5
China,2016,Dengue,5.8591836734693876,1
China,2016,HIV/AIDS,5.6115151515151505,2
China,2016,Cholera,5.4512222222222224,3
China,2016,Cancer,5.3907258064516128,4
China,2016,Asthma,5.2265420560747664,5
UK,2024,Hepatitis,5.57061224489796,1
UK,2024,Diabetes,5.4461176470588226,2
UK,2024,Measles,5.406261682242989,3
UK,2024,Zika,5.4014414414414427,4
UK,2024,Malaria,5.3167619047619032,5
South Korea,2003,Dengue,5.5810101010101008,1
South Korea,2003,Zika,5.4718947368421071,2
South Korea,2003,Alzheimer's Disease,5.4413333333333354,3
South Korea,2003,Influenza,5.3488541666666674,4
South Korea,2003,Hepatitis,5.2982608695652162,5
Germany,2004,Malaria,5.6560606060606071,1
Germany,2004,Tuberculosis,5.5002752293578014,2
Germany,2004,Cancer,5.4538775510204092,3
Germany,2004,Asthma,5.4123008849557506,4
Germany,2004,Leprosy,5.3254736842105261,5
Canada,2006,Tuberculosis,5.3715306122448947,1
Canada,2006,Dengue,5.3069523809523806,2
Canada,2006,Cholera,5.2774757281553395,3
Canada,2006,Parkinson's Disease,5.1957575757575762,4
Canada,2006,Measles,5.1800952380952374,5
Australia,2007,Influenza,5.6221590909090891,1
Australia,2007,Ebola,5.3891397849462361,2
Australia,2007,HIV/AIDS,5.3871296296296292,3
Australia,2007,Cancer,5.3833333333333346,4
Australia,2007,Alzheimer's Disease,5.3755555555555521,5
India,2023,Polio,5.6024038461538437,1
India,2023,Rabies,5.2639130434782624,2
India,2023,Asthma,5.2287755102040849,3
India,2023,Zika,5.2229807692307686,4
India,2023,Dengue,5.20730769230769,5
China,2003,Dengue,5.8081052631578931,1
China,2003,Diabetes,5.5173076923076927,2
China,2003,Hepatitis,5.4883962264150954,3
China,2003,Alzheimer's Disease,5.3871794871794885,4
China,2003,HIV/AIDS,5.3198198198198208,5
China,2015,Hypertension,6.0120212765957435,1
China,2015,Cholera,5.7683505154639168,2
China,2015,Hepatitis,5.65494623655914,3
China,2015,Malaria,5.4317499999999992,4
China,2015,Asthma,5.363510638297873,5
Germany,2018,Cancer,5.5609090909090924,1
Germany,2018,Zika,5.3681081081081086,2
Germany,2018,COVID-19,5.3425714285714276,3
Germany,2018,Influenza,5.3204651162790677,4
Germany,2018,Diabetes,5.30326530612245,5
China,2008,Cholera,5.6257391304347832,1
China,2008,Rabies,5.46186813186813,2
China,2008,Measles,5.4390721649484544,3
China,2008,Alzheimer's Disease,5.3522580645161266,4
China,2008,COVID-19,5.3225438596491239,5
Japan,2014,COVID-19,5.433068181818185,1
Japan,2014,Influenza,5.4069230769230741,2
Japan,2014,Malaria,5.346,3
Japan,2014,Tuberculosis,5.3431192660550471,4
Japan,2014,Hepatitis,5.30469879518072,5
China,2020,Cancer,5.5927192982456111,1
China,2020,Malaria,5.4380808080808052,2
China,2020,Alzheimer's Disease,5.2908139534883727,3
China,2020,COVID-19,5.2470103092783491,4
China,2020,Hepatitis,5.22532110091743,5
China,2023,COVID-19,5.2223148148148173,1
China,2023,Hepatitis,5.2214529914529919,2
China,2023,Influenza,5.2025217391304359,3
China,2023,Measles,5.16846153846154,4
China,2023,Diabetes,5.1025263157894738,5
Indonesia,2023,Zika,5.7747572815533985,1
Indonesia,2023,Measles,5.7388679245283027,2
Indonesia,2023,Ebola,5.5861224489795935,3
Indonesia,2023,Leprosy,5.485100000000001,4
Indonesia,2023,Dengue,5.4739999999999993,5
Russia,2023,Zika,5.3224468085106365,1
Russia,2023,Polio,5.3176470588235274,2
Russia,2023,Malaria,5.3096460176991185,3
Russia,2023,COVID-19,5.2963392857142857,4
Russia,2023,HIV/AIDS,5.2517821782178231,5
Australia,2002,Leprosy,5.4087755102040811,1
Australia,2002,Asthma,5.3933333333333344,2
Australia,2002,Cholera,5.3238834951456315,3
Australia,2002,Cancer,5.2901098901098873,4
Australia,2002,Polio,5.2623478260869563,5
Brazil,2004,Dengue,5.4545535714285718,1
Brazil,2004,Polio,5.3785321100917427,2
Brazil,2004,Diabetes,5.2596999999999987,3
Brazil,2004,Malaria,5.1868141592920365,4
Brazil,2004,Hypertension,5.1818018018018019,5
South Korea,2011,Diabetes,5.5335964912280691,1
South Korea,2011,Hypertension,5.4595789473684215,2
South Korea,2011,Hepatitis,5.44576923076923,3
South Korea,2011,Zika,5.3623148148148161,4
South Korea,2011,Alzheimer's Disease,5.3158558558558546,5
Indonesia,2022,Zika,5.5923300970873751,1
Indonesia,2022,Ebola,5.5074226804123692,2
Indonesia,2022,Alzheimer's Disease,5.4422033898305076,3
Indonesia,2022,Hypertension,5.4160176991150433,4
Indonesia,2022,Leprosy,5.4139047619047656,5
Japan,2006,Polio,5.4705208333333344,1
Japan,2006,Malaria,5.3171171171171157,2
Japan,2006,Hypertension,5.2992307692307685,3
Japan,2006,HIV/AIDS,5.26784,4
Japan,2006,Cholera,5.2414432989690729,5
Indonesia,2007,Rabies,5.4922222222222246,1
Indonesia,2007,Measles,5.4481034482758641,2
Indonesia,2007,Leprosy,5.423679245283016,3
Indonesia,2007,COVID-19,5.3636607142857127,4
Indonesia,2007,Malaria,5.1437362637362618,5
Canada,2017,Rabies,5.74505617977528,1
Canada,2017,Polio,5.4137623762376217,2
Canada,2017,Hypertension,5.3005555555555572,3
Canada,2017,Dengue,5.2943564356435644,4
Canada,2017,HIV/AIDS,5.2649462365591422,5
India,2003,COVID-19,5.5340000000000007,1
India,2003,Parkinson's Disease,5.2746226415094322,2
India,2003,Tuberculosis,5.2530927835051546,3
India,2003,Leprosy,5.1819148936170212,4
India,2003,Hepatitis,5.1526923076923081,5
Indonesia,2008,Ebola,5.504466019417479,1
Indonesia,2008,Asthma,5.4268478260869575,2
Indonesia,2008,Malaria,5.3682857142857152,3
Indonesia,2008,Parkinson's Disease,5.3442553191489361,4
Indonesia,2008,Cancer,5.3101063829787236,5
Nigeria,2008,Rabies,5.4339175257731931,1
Nigeria,2008,Dengue,5.36905263157895,2
Nigeria,2008,Polio,5.3142528735632188,3
Nigeria,2008,Parkinson's Disease,5.2717475728155359,4
Nigeria,2008,Hepatitis,5.2459615384615361,5
Germany,2021,Dengue,5.5521739130434806,1
Germany,2021,Zika,5.4938999999999956,2
Germany,2021,Influenza,5.4193548387096779,3
Germany,2021,Parkinson's Disease,5.4008333333333347,4
Germany,2021,Cancer,5.3487619047619042,5
Japan,2021,Rabies,5.74043103448276,1
Japan,2021,Leprosy,5.4327027027027031,2
Japan,2021,Hepatitis,5.4278070175438575,3
Japan,2021,COVID-19,5.4140178571428557,4
Japan,2021,HIV/AIDS,5.3164,5
Argentina,2004,Measles,5.5164285714285715,1
Argentina,2004,Dengue,5.4217708333333325,2
Argentina,2004,Cholera,5.3878991596638652,3
Argentina,2004,Zika,5.3860416666666664,4
Argentina,2004,HIV/AIDS,5.1351923076923081,5
USA,2006,Tuberculosis,5.754791666666665,1
USA,2006,COVID-19,5.5669230769230778,2
USA,2006,Malaria,5.4339784946236547,3
USA,2006,Measles,5.3746067415730341,4
USA,2006,Cholera,5.2326771653543327,5
China,2014,Dengue,5.4215306122448981,1
China,2014,Measles,5.2682291666666679,2
China,2014,Parkinson's Disease,5.2562500000000023,3
China,2014,Hepatitis,5.2300000000000013,4
China,2014,Asthma,5.223146067415728,5
South Africa,2016,Measles,5.4333684210526316,1
South Africa,2016,Parkinson's Disease,5.4254545454545466,2
South Africa,2016,Cholera,5.3770192307692311,3
South Africa,2016,Rabies,5.28330188679245,4
South Africa,2016,COVID-19,5.235760869565218,5
Brazil,2023,Influenza,5.5461904761904792,1
Brazil,2023,Cancer,5.3984466019417479,2
Brazil,2023,Ebola,5.3868852459016363,3
Brazil,2023,Leprosy,5.3249350649350689,4
Brazil,2023,Dengue,5.1942045454545474,5
Japan,2024,Hepatitis,5.4432967032967028,1
Japan,2024,Polio,5.3631914893616992,2
Japan,2024,Malaria,5.2756521739130422,3
Japan,2024,Cholera,5.2607608695652175,4
Japan,2024,Measles,5.2355882352941157,5
Turkey,2005,Rabies,5.3258677685950406,1
Turkey,2005,COVID-19,5.31009900990099,2
Turkey,2005,HIV/AIDS,5.2978350515463895,3
Turkey,2005,Influenza,5.2739215686274488,4
Turkey,2005,Cholera,5.2478409090909075,5
France,2012,Tuberculosis,5.4436363636363643,1
France,2012,Cholera,5.3058536585365843,2
France,2012,Asthma,5.2514942528735631,3
France,2012,Influenza,5.2072380952380941,4
France,2012,Malaria,5.144807692307694,5
India,2018,Diabetes,5.7098936170212777,1
India,2018,Rabies,5.528130841121496,2
India,2018,Leprosy,5.327894736842107,3
India,2018,Ebola,5.2377906976744191,4
India,2018,Alzheimer's Disease,5.1925961538461527,5
Mexico,2023,Zika,5.6143749999999963,1
Mexico,2023,Malaria,5.424999999999998,2
Mexico,2023,Parkinson's Disease,5.37079207920792,3
Mexico,2023,COVID-19,5.3618269230769231,4
Mexico,2023,Ebola,5.3284821428571441,5
India,2004,Leprosy,5.4295098039215679,1
India,2004,Zika,5.280543478260868,2
India,2004,Rabies,5.2334117647058811,3
India,2004,Measles,5.2118478260869576,4
India,2004,Influenza,5.1590909090909092,5
India,2006,Diabetes,5.324054054054054,1
India,2006,Measles,5.2642105263157895,2
India,2006,HIV/AIDS,5.26090909090909,3
India,2006,Asthma,5.2057731958762892,4
India,2006,Tuberculosis,5.2052475247524761,5
Russia,2010,Tuberculosis,5.7630476190476223,1
Russia,2010,Leprosy,5.40980198019802,2
Russia,2010,Malaria,5.3992631578947368,3
Russia,2010,Cancer,5.3253999999999992,4
Russia,2010,Asthma,5.2755660377358478,5
UK,2014,HIV/AIDS,5.6149038461538447,1
UK,2014,Diabetes,5.4598809523809546,2
UK,2014,Malaria,5.3559574468085112,3
UK,2014,Tuberculosis,5.354554455445542,4
UK,2014,Hepatitis,5.3011320754716973,5
Australia,2015,Rabies,5.4416666666666664,1
Australia,2015,Cholera,5.4277551020408152,2
Australia,2015,Measles,5.3242741935483853,3
Australia,2015,HIV/AIDS,5.2861702127659553,4
Australia,2015,Hypertension,5.2798913043478262,5
India,2017,Measles,5.7013157894736848,1
India,2017,HIV/AIDS,5.4003124999999965,2
India,2017,Asthma,5.2192592592592613,3
India,2017,Cancer,5.2123809523809523,4
India,2017,Alzheimer's Disease,5.1819999999999977,5
Turkey,2017,COVID-19,5.7717475728155305,1
Turkey,2017,Leprosy,5.4081521739130451,2
Turkey,2017,Ebola,5.2586419753086435,3
Turkey,2017,Influenza,5.1893814432989691,4
Turkey,2017,Diabetes,5.1766666666666667,5
Japan,2023,Alzheimer's Disease,5.5718947368421059,1
Japan,2023,Zika,5.5053398058252423,2
Japan,2023,Cholera,5.4956842105263135,3
Japan,2023,HIV/AIDS,5.3269863013698631,4
Japan,2023,Tuberculosis,5.3203883495145634,5
Mexico,2006,Asthma,5.4753932584269682,1
Mexico,2006,Tuberculosis,5.4055813953488387,2
Mexico,2006,Alzheimer's Disease,5.3022448979591861,3
Mexico,2006,Ebola,5.1492173913043491,4
Mexico,2006,Parkinson's Disease,5.1193548387096772,5
Indonesia,2009,Hepatitis,5.5367708333333336,1
Indonesia,2009,Leprosy,5.36382978723404,2
Indonesia,2009,Parkinson's Disease,5.2880733944954113,3
Indonesia,2009,HIV/AIDS,5.2656043956043961,4
Indonesia,2009,Malaria,5.2511926605504575,5
Germany,2011,Asthma,5.8471951219512182,1
Germany,2011,Hepatitis,5.4361111111111136,2
Germany,2011,Polio,5.415480769230772,3
Germany,2011,Cholera,5.3446666666666669,4
Germany,2011,Malaria,5.1828431372549026,5
Australia,2012,Polio,5.8811428571428568,1
Australia,2012,Malaria,5.4379120879120881,2
Australia,2012,Ebola,5.4160204081632646,3
Australia,2012,Hepatitis,5.3634343434343439,4
Australia,2012,Diabetes,5.2417821782178216,5
South Africa,2015,Rabies,5.7608,1
South Africa,2015,Measles,5.2865048543689328,2
South Africa,2015,Cancer,5.1753999999999989,3
South Africa,2015,Zika,5.1645045045045039,4
South Africa,2015,Dengue,5.13091836734694,5
Canada,2016,Hypertension,5.7128378378378395,1
Canada,2016,Zika,5.4866355140186913,2
Canada,2016,Alzheimer's Disease,5.4797752808988758,3
Canada,2016,Parkinson's Disease,5.4764000000000008,4
Canada,2016,Asthma,5.4642222222222223,5
Germany,2017,Hypertension,5.394770642201836,1
Germany,2017,COVID-19,5.2885294117647073,2
Germany,2017,Asthma,5.2735643564356414,3
Germany,2017,Leprosy,5.20871287128713,4
Germany,2017,Measles,5.2075280898876413,5
Brazil,2020,Asthma,5.5983695652173928,1
Brazil,2020,Rabies,5.4245132743362845,2
Brazil,2020,COVID-19,5.3625531914893623,3
Brazil,2020,Leprosy,5.2856363636363621,4
Brazil,2020,Zika,5.246052631578948,5
Indonesia,2000,Measles,5.3301999999999987,1
Indonesia,2000,Polio,5.28019417475728,2
Indonesia,2000,Cholera,5.2515533980582525,3
Indonesia,2000,Alzheimer's Disease,5.2508139534883709,4
Indonesia,2000,Leprosy,5.2320987654320987,5
Russia,2002,Parkinson's Disease,5.41030303030303,1
Russia,2002,Measles,5.325673076923076,2
Russia,2002,Hypertension,5.2889622641509426,3
Russia,2002,Cancer,5.2850537634408585,4
Russia,2002,Leprosy,5.2793670886075965,5
Nigeria,2014,HIV/AIDS,5.5781818181818181,1
Nigeria,2014,Cancer,5.5605681818181791,2
Nigeria,2014,Diabetes,5.4666315789473678,3
Nigeria,2014,Measles,5.4150980392156836,4
Nigeria,2014,Alzheimer's Disease,5.3804385964912234,5
UK,2017,COVID-19,5.9592783505154623,1
UK,2017,Rabies,5.7811009174311945,2
UK,2017,Measles,5.47485436893204,3
UK,2017,Cancer,5.4515966386554648,4
UK,2017,Influenza,5.4019811320754734,5
Canada,2018,Cancer,5.5363999999999987,1
Canada,2018,Dengue,5.4902127659574482,2
Canada,2018,Hypertension,5.44929411764706,3
Canada,2018,Measles,5.2955454545454552,4
Canada,2018,Parkinson's Disease,5.2359803921568613,5
Mexico,2018,Parkinson's Disease,5.6114893617021249,1
Mexico,2018,Tuberculosis,5.382200000000001,2
Mexico,2018,Asthma,5.2688636363636379,3
Mexico,2018,Dengue,5.267500000000001,4
Mexico,2018,Malaria,5.266890756302522,5
Nigeria,2024,Influenza,5.4194444444444434,1
Nigeria,2024,Dengue,5.3362376237623765,2
Nigeria,2024,Hepatitis,5.3233333333333324,3
Nigeria,2024,Malaria,5.2831818181818182,4
Nigeria,2024,Hypertension,5.2750442477876112,5
Mexico,2005,Asthma,5.7944,1
Mexico,2005,Tuberculosis,5.4534343434343411,2
Mexico,2005,Malaria,5.36183673469388,3
Mexico,2005,Polio,5.3497777777777786,4
Mexico,2005,Zika,5.30861111111111,5
Argentina,2019,Zika,5.4739999999999975,1
Argentina,2019,Hepatitis,5.3662626262626274,2
Argentina,2019,Alzheimer's Disease,5.3464814814814821,3
Argentina,2019,Diabetes,5.2694444444444422,4
Argentina,2019,Measles,5.2480412371134015,5
Brazil,2024,Malaria,5.70877358490566,1
Brazil,2024,Zika,5.4278181818181794,2
Brazil,2024,Polio,5.4013186813186822,3
Brazil,2024,Alzheimer's Disease,5.3419387755102008,4
Brazil,2024,COVID-19,5.3398979591836726,5
USA,2000,Hepatitis,5.7828037383177575,1
USA,2000,Rabies,5.3935632183908053,2
USA,2000,Diabetes,5.3532258064516123,3
USA,2000,Alzheimer's Disease,5.3130303030303025,4
USA,2000,HIV/AIDS,5.2806837606837593,5
China,2007,Malaria,5.5845544554455442,1
China,2007,Influenza,5.5533720930232562,2
China,2007,Rabies,5.5143298969072161,3
China,2007,HIV/AIDS,5.4359047619047622,4
China,2007,Ebola,5.2040170940170949,5
Russia,2014,Dengue,5.650180180180179,1
Russia,2014,Measles,5.4402884615384615,2
Russia,2014,Malaria,5.3466355140186907,3
Russia,2014,Rabies,5.3189,4
Russia,2014,Polio,5.243125,5
Argentina,2023,Alzheimer's Disease,5.5621250000000009,1
Argentina,2023,Leprosy,5.4755102040816332,2
Argentina,2023,Zika,5.4449579831932748,3
Argentina,2023,Diabetes,5.4158762886597929,4
Argentina,2023,Asthma,5.2662068965517257,5
Canada,2001,Rabies,5.467830188679244,1
Canada,2001,Diabetes,5.3553608247422693,2
Canada,2001,Parkinson's Disease,5.3275000000000006,3
Canada,2001,Leprosy,5.2936666666666694,4
Canada,2001,Measles,5.2603703703703735,5
South Korea,2017,Alzheimer's Disease,5.6577884615384617,1
South Korea,2017,Leprosy,5.5396969696969665,2
South Korea,2017,Cholera,5.5371578947368416,3
South Korea,2017,Parkinson's Disease,5.4799999999999986,4
South Korea,2017,Influenza,5.4781632653061223,5
Russia,2003,Rabies,5.5865151515151483,1
Russia,2003,Cancer,5.2106363636363628,2
Russia,2003,Ebola,5.2051886792452819,3
Russia,2003,Zika,5.1505000000000019,4
Russia,2003,Influenza,5.094631578947368,5
Italy,2004,COVID-19,5.8380232558139538,1
Italy,2004,HIV/AIDS,5.5023762376237624,2
Italy,2004,Hepatitis,5.4702,3
Italy,2004,Alzheimer's Disease,5.1537777777777771,4
Italy,2004,Rabies,5.1137168141592921,5
France,2006,Asthma,5.3270093457943934,1
France,2006,Hypertension,5.3225581395348858,2
France,2006,Zika,5.31495327102804,3
France,2006,Cholera,5.2245283018867932,4
France,2006,Measles,5.2173033707865173,5
South Africa,2009,Parkinson's Disease,5.4683505154639169,1
South Africa,2009,Hypertension,5.4138775510204082,2
South Africa,2009,Dengue,5.3986021505376351,3
South Africa,2009,Asthma,5.3917777777777776,4
South Africa,2009,Cancer,5.2965384615384616,5
USA,2013,COVID-19,5.6991208791208772,1
USA,2013,Influenza,5.2925423728813579,2
USA,2013,Leprosy,5.2820560747663547,3
USA,2013,Polio,5.2625217391304382,4
USA,2013,Rabies,5.23021052631579,5
France,2019,Cholera,5.816813186813186,1
France,2019,Hypertension,5.4222058823529409,2
France,2019,Leprosy,5.3869230769230754,3
France,2019,Hepatitis,5.3691397849462357,4
France,2019,Malaria,5.2784090909090891,5
Saudi Arabia,2021,Hepatitis,5.3969318181818187,1
Saudi Arabia,2021,Cancer,5.2825742574257406,2
Saudi Arabia,2021,Tuberculosis,5.2658426966292131,3
Saudi Arabia,2021,Measles,5.253904761904761,4
Saudi Arabia,2021,Polio,5.2011458333333325,5
Japan,2000,Zika,5.4339393939393936,1
Japan,2000,Diabetes,5.422727272727272,2
Japan,2000,Leprosy,5.3527835051546395,3
Japan,2000,Ebola,5.3420430107526879,4
Japan,2000,Cholera,5.2966000000000006,5
India,2010,Zika,5.8279999999999994,1
India,2010,Dengue,5.5576595744680857,2
India,2010,Polio,5.4777884615384629,3
India,2010,Asthma,5.4345054945054967,4
India,2010,Cholera,5.3749999999999991,5
Brazil,2019,Asthma,5.6381250000000014,1
Brazil,2019,Influenza,5.4388659793814433,2
Brazil,2019,Cholera,5.4272619047619051,3
Brazil,2019,Hypertension,5.3759782608695641,4
Brazil,2019,Rabies,5.3062921348314624,5
Canada,2002,Zika,5.3038461538461537,1
Canada,2002,Cancer,5.1951960784313762,2
Canada,2002,Tuberculosis,5.17647619047619,3
Canada,2002,Polio,5.1591919191919189,4
Canada,2002,HIV/AIDS,5.1555294117647055,5
Saudi Arabia,2008,Diabetes,5.5436842105263162,1
Saudi Arabia,2008,HIV/AIDS,5.5301904761904765,2
Saudi Arabia,2008,Measles,5.3803738317756995,3
Saudi Arabia,2008,Cancer,5.3733333333333348,4
Saudi Arabia,2008,COVID-19,5.2932978723404256,5
Indonesia,2002,Ebola,5.5801869158878494,1
Indonesia,2002,Parkinson's Disease,5.4439784946236562,2
Indonesia,2002,Leprosy,5.3919047619047609,3
Indonesia,2002,Rabies,5.353894736842105,4
Indonesia,2002,Dengue,5.3293333333333317,5
USA,2010,Tuberculosis,5.5385576923076911,1
USA,2010,Leprosy,5.4289772727272725,2
USA,2010,Polio,5.332352941176473,3
USA,2010,Rabies,5.3106400000000038,4
USA,2010,Cholera,5.2577215189873412,5
Australia,2016,COVID-19,5.547254901960784,1
Australia,2016,Diabetes,5.4179999999999993,2
Australia,2016,Tuberculosis,5.3990624999999994,3
Australia,2016,Influenza,5.3390476190476193,4
Australia,2016,Alzheimer's Disease,5.3190721649484534,5
Saudi Arabia,2020,Asthma,5.7615533980582532,1
Saudi Arabia,2020,Hypertension,5.3573684210526293,2
Saudi Arabia,2020,Dengue,5.2594318181818194,3
Saudi Arabia,2020,HIV/AIDS,5.2422999999999984,4
Saudi Arabia,2020,Cancer,5.230789473684208,5
South Korea,2020,Hypertension,5.5216346153846159,1
South Korea,2020,Polio,5.3372549019607813,2
South Korea,2020,Measles,5.3331818181818189,3
South Korea,2020,Influenza,5.2995370370370365,4
South Korea,2020,COVID-19,5.2601030927835062,5
India,2024,Hypertension,5.9827956989247317,1
India,2024,COVID-19,5.5707575757575754,2
India,2024,Alzheimer's Disease,5.4455789473684195,3
India,2024,Leprosy,5.3670796460176984,4
India,2024,Dengue,5.3055855855855878,5
Saudi Arabia,2000,Alzheimer's Disease,5.9200990099009916,1
Saudi Arabia,2000,Hypertension,5.45348623853211,2
Saudi Arabia,2000,Leprosy,5.2969158878504681,3
Saudi Arabia,2000,Parkinson's Disease,5.210388349514564,4
Saudi Arabia,2000,COVID-19,5.1784782608695652,5
Italy,2003,Influenza,5.6475862068965519,1
Italy,2003,Alzheimer's Disease,5.4350588235294115,2
Italy,2003,Rabies,5.3405982905982885,3
Italy,2003,Cancer,5.2106862745098033,4
Italy,2003,Ebola,5.1512605042016792,5
Mexico,2004,Diabetes,5.6898181818181808,1
Mexico,2004,Cancer,5.5642982456140349,2
Mexico,2004,Tuberculosis,5.4396511627906978,3
Mexico,2004,Parkinson's Disease,5.4110752688172035,4
Mexico,2004,COVID-19,5.2085436893203889,5
South Africa,2004,Ebola,5.5098130841121451,1
South Africa,2004,Cholera,5.3190740740740736,2
South Africa,2004,Alzheimer's Disease,5.2151401869158889,3
South Africa,2004,Dengue,5.1965882352941177,4
South Africa,2004,COVID-19,5.1364516129032252,5
Argentina,2005,Measles,5.4680722891566269,1
Argentina,2005,Zika,5.3943119266055062,2
Argentina,2005,Leprosy,5.223168316831682,3
Argentina,2005,Alzheimer's Disease,5.0970370370370395,4
Argentina,2005,Hepatitis,5.0608235294117643,5
USA,2008,Rabies,5.5975892857142853,1
USA,2008,Tuberculosis,5.4734883720930236,2
USA,2008,Cholera,5.4513,3
USA,2008,Measles,5.4291346153846165,4
USA,2008,Malaria,5.3737500000000011,5
Japan,2010,Polio,5.6221428571428582,1
Japan,2010,Measles,5.4899999999999984,2
Japan,2010,Ebola,5.4071287128712875,3
Japan,2010,Diabetes,5.31236559139785,4
Japan,2010,Malaria,5.2957943925233666,5
Turkey,2014,Parkinson's Disease,5.5785897435897436,1
Turkey,2014,Diabetes,5.3954081632653077,2
Turkey,2014,Rabies,5.3658490566037731,3
Turkey,2014,Cholera,5.3552127659574467,4
Turkey,2014,Zika,5.3171000000000008,5
Argentina,2016,Malaria,5.5574999999999957,1
Argentina,2016,Hepatitis,5.3501162790697654,2
Argentina,2016,Measles,5.3244545454545467,3
Argentina,2016,Alzheimer's Disease,5.3174757281553378,4
Argentina,2016,Ebola,5.3156862745098055,5
UK,2007,HIV/AIDS,5.8026086956521725,1
UK,2007,Diabetes,5.725125,2
UK,2007,Malaria,5.6696470588235286,3
UK,2007,Measles,5.4775961538461519,4
UK,2007,Cancer,5.387029702970298,5
Argentina,2008,Alzheimer's Disease,5.5625961538461528,1
Argentina,2008,Hepatitis,5.5611881188118826,2
Argentina,2008,Cancer,5.3209574468085092,3
Argentina,2008,Measles,5.3199,4
Argentina,2008,Zika,5.26695238095238,5
Russia,2011,Influenza,5.5729629629629613,1
Russia,2011,Cancer,5.47988888888889,2
Russia,2011,Polio,5.3689156626506032,3
Russia,2011,Malaria,5.3202678571428548,4
Russia,2011,Hepatitis,5.25057692307692,5
Indonesia,2016,COVID-19,5.7417204301075273,1
Indonesia,2016,Cholera,5.3852173913043462,2
Indonesia,2016,Alzheimer's Disease,5.301512605042018,3
Indonesia,2016,Hepatitis,5.2445283018867919,4
Indonesia,2016,Rabies,5.1742156862745112,5
Turkey,2016,Measles,5.6531182795698927,1
Turkey,2016,Malaria,5.4430000000000014,2
Turkey,2016,Hepatitis,5.4253913043478237,3
Turkey,2016,Cholera,5.4062365591397841,4
Turkey,2016,Leprosy,5.3945555555555558,5
Japan,2018,COVID-19,5.7595412844036673,1
Japan,2018,Zika,5.5248695652173954,2
Japan,2018,Influenza,5.4363265306122441,3
Japan,2018,Hepatitis,5.4147311827957019,4
Japan,2018,Rabies,5.3416346153846161,5
China,2000,Malaria,5.6210752688172017,1
China,2000,Asthma,5.4904081632653075,2
China,2000,Alzheimer's Disease,5.4253719008264465,3
China,2000,Cholera,5.3214942528735643,4
China,2000,Hypertension,5.1385542168674716,5
South Korea,2013,Hepatitis,5.2752873563218392,1
South Korea,2013,Dengue,5.2675675675675677,2
South Korea,2013,Hypertension,5.2289534883720918,3
South Korea,2013,Zika,5.1084375000000035,4
South Korea,2013,Parkinson's Disease,5.1032258064516141,5
Italy,2019,Zika,5.5758762886597921,1
Italy,2019,Dengue,5.5042056074766377,2
Italy,2019,Ebola,5.4948979591836755,3
Italy,2019,Polio,5.4865,4
Italy,2019,Asthma,5.4786111111111095,5
Argentina,2022,Malaria,5.4930208333333317,1
Argentina,2022,Parkinson's Disease,5.4906862745098017,2
Argentina,2022,Tuberculosis,5.3357798165137629,3
Argentina,2022,Cholera,5.27066666666667,4
Argentina,2022,Polio,5.2369892473118282,5
Italy,2016,Leprosy,5.4351724137931035,1
Italy,2016,Diabetes,5.306836734693877,2
Italy,2016,Dengue,5.2923762376237615,3
Italy,2016,Alzheimer's Disease,5.2791428571428565,4
Italy,2016,Parkinson's Disease,5.2497058823529423,5
India,2021,Influenza,5.4764485981308377,1
India,2021,Malaria,5.4703092783505127,2
India,2021,Ebola,5.3626530612244894,3
India,2021,Leprosy,5.3429203539822989,4
India,2021,Parkinson's Disease,5.2961467889908249,5
Australia,2023,Cancer,5.3929473684210523,1
Australia,2023,Leprosy,5.3894736842105271,2
Australia,2023,Parkinson's Disease,5.2979787234042561,3
Australia,2023,Hepatitis,5.2454368932038848,4
Australia,2023,Malaria,5.2218478260869574,5
Saudi Arabia,2024,Measles,5.8663461538461519,1
Saudi Arabia,2024,Cancer,5.6078409090909087,2
Saudi Arabia,2024,Rabies,5.5563207547169817,3
Saudi Arabia,2024,Hypertension,5.3641592920353993,4
Saudi Arabia,2024,Influenza,5.224016393442624,5
India,2009,Dengue,5.9419811320754707,1
India,2009,Zika,5.391875,2
